1.443108,-1.5836428,-1.5757725,-0.9696118,0.8107268,0.14107877,-0.15004489,-1.1329203,0.73207206,-0.6866614,-1.690046,1.6641976,-0.28516144,-3.6755881,-2.9451082,-1.4665562,-0.77064884,-1.6596047,4.2547374,2.2486694,1.750323,0.99649745,-0.8941889,2.039537,0.5772772,-1.7141551,0.14012352,-1.940179,-0.27794316,1.4303516,-1.535849,0.4150706,0.84622115,-1.1493182,0.9249476,-1.3238199,2.8056734,-0.5673879,0.33799088,1.2765366,2.300494,1.4357209,-0.7380812,-2.1815422,0.9655019,2.9127066,-3.489022,0.82791823,-2.8001785,-0.2544096,-0.9096416,-2.7007997,1.4028826,2.6390817,0.8921774,0.33600312,-0.2342003,0.71117306,-0.59684217,-0.28182462,-1.7406404,0.64591426,0.87473464,0.56688136,-4.628531,0.07308831,0.027605437,-1.9759393,1.5333523,0.09542994,-0.8934858,-0.5567733,0.59359884,-0.34835586,-2.2679684,2.423116,-0.9034561,2.7921119,-1.5652617,2.1163046,-0.028356396,-0.84776956,-0.040800046,-4.0537834,-1.7358611,1.8071774,0.92529184,2.4871829,-0.056238297,0.8051251,1.5200256,0.90707034,2.5135107,3.5561364,0.45073205,0.29935488,-2.240159,0.595213,0.6055352,1.0883427
1.3380475,-1.4840354,-1.4432287,-0.90428317,0.78165424,0.123687215,-0.08589405,-1.0524905,0.676015,-0.60451293,-1.6054955,1.5209262,-0.2662156,-3.4430878,-2.7581253,-1.3542928,-0.72684133,-1.5318153,3.937269,2.0428483,1.6005679,0.93688357,-0.81570315,1.894948,0.5185046,-1.5800952,0.12556922,-1.8079163,-0.23257466,1.3197762,-1.429517,0.3931275,0.75984704,-1.0602405,0.85217065,-1.249571,2.621996,-0.49217242,0.30793127,1.1832765,2.1227777,1.3125335,-0.71627885,-1.9985888,0.8717586,2.71814,-3.2978735,0.7577055,-2.620901,-0.22659576,-0.8525138,-2.5356805,1.2655134,2.4872162,0.7916635,0.32495913,-0.17322633,0.6765761,-0.53740805,-0.27403304,-1.5770892,0.59429765,0.81545633,0.49300107,-4.3046975,0.057663746,0.040700123,-1.8317146,1.3749908,0.077119894,-0.9138976,-0.53792024,0.553439,-0.33287656,-2.1213365,2.235435,-0.8469887,2.597171,-1.4205892,1.9657675,-0.008313141,-0.80008245,-0.0074322075,-3.7836792,-1.6013305,1.6259543,0.8798741,2.2911804,-0.05820333,0.7710645,1.4005848,0.859661,2.3735032,3.3361595,0.4243931,0.27445003,-2.082441,0.56511575,0.5439437,1.021909
1.3022367,-1.4552262,-1.4473857,-0.875788,0.7498641,0.1271694,-0.12879196,-1.0554414,0.6725616,-0.62228054,-1.5321215,1.5237986,-0.23726508,-3.3355505,-2.675958,-1.3423023,-0.69096607,-1.5123682,3.865157,2.035648,1.5824503,0.8867574,-0.8192736,1.8539951,0.54282266,-1.5673184,0.12356916,-1.7776573,-0.26316816,1.2885484,-1.3871472,0.3598127,0.7641378,-1.0495158,0.8476515,-1.1844432,2.5410128,-0.5083805,0.27598214,1.1546143,2.087597,1.2906414,-0.6484467,-1.9697503,0.85020196,2.6558125,-3.1711407,0.76666635,-2.5336678,-0.2469482,-0.8426902,-2.454646,1.2699277,2.41707,0.8139806,0.30803227,-0.211058,0.6495576,-0.5311646,-0.25557238,-1.5765167,0.568918,0.8086531,0.49073908,-4.194816,0.06351435,0.03734958,-1.8029394,1.4012276,0.06882435,-0.8371397,-0.5166839,0.5318295,-0.30285963,-2.0591605,2.2141335,-0.83179355,2.5436702,-1.4219239,1.931148,-0.0043827146,-0.7816086,-0.022500334,-3.6656258,-1.575806,1.6370596,0.84043324,2.2565744,-0.03629521,0.71628475,1.3688338,0.83031666,2.307651,3.240335,0.42549863,0.25618717,-2.026646,0.5712367,0.53579,0.97953224
1.6226444,-1.8642802,-1.7764014,-1.1347603,0.921973,0.08052789,-0.047793828,-1.306128,0.83455336,-0.7233321,-2.031727,1.880987,-0.36464792,-4.2248797,-3.475035,-1.6273062,-0.88506633,-1.9043353,4.8005877,2.5486596,1.9520493,1.2218565,-0.9341131,2.298299,0.53288615,-1.9404852,0.18183658,-2.2506375,-0.23883972,1.6280233,-1.8177433,0.4665709,0.9052087,-1.2583401,1.0330485,-1.6347342,3.2864408,-0.54042816,0.3253097,1.4435143,2.5571947,1.6315361,-0.8967796,-2.4174466,1.137992,3.3750117,-4.039273,0.83606905,-3.2095678,-0.23079388,-0.91973436,-3.0833726,1.5795404,3.0920658,0.97925836,0.36019936,-0.2165812,0.86711675,-0.6911934,-0.37005153,-1.9170084,0.77249134,0.9773186,0.57992315,-5.2979455,0.17398795,0.044339005,-2.3025236,1.6384038,0.145354,-1.176624,-0.6780043,0.74272305,-0.42185858,-2.6512868,2.685178,-1.039665,3.1844573,-1.6914389,2.4042451,-0.03326797,-0.92421067,0.044899564,-4.677917,-1.9297531,1.9484127,1.0601403,2.8026953,-0.013691688,0.91603625,1.6291349,1.014609,2.974989,4.074675,0.5738292,0.31469813,-2.5626278,0.6279525,0.5853029,1.3059839
1.8003887,-1.9763352,-1.9865205,-1.2048541,1.0282028,0.19636159,-0.21313375,-1.453306,0.9160858,-0.90755934,-2.0809927,2.0935693,-0.31710976,-4.614,-3.6529646,-1.8415431,-0.97021043,-2.100329,5.3208756,2.8121295,2.2071161,1.2168081,-1.1530347,2.5568213,0.76100373,-2.1510072,0.14536327,-2.4371908,-0.3482142,1.7816571,-1.9085579,0.51103836,1.0534327,-1.4431329,1.183832,-1.6144124,3.5215297,-0.71040595,0.40747556,1.6191558,2.8989892,1.792793,-0.8950829,-2.7495463,1.1646731,3.6282854,-4.3882227,1.0671638,-3.5068638,-0.3499041,-1.1865244,-3.3842402,1.754075,3.3072746,1.0991802,0.4659447,-0.30899173,0.88061863,-0.74791175,-0.32745993,-2.1814032,0.78383243,1.1166683,0.72338426,-5.788201,0.05782126,0.040861458,-2.470216,1.9302747,0.101399794,-1.1328273,-0.68202186,0.70258796,-0.43183342,-2.8201547,3.0775688,-1.1477609,3.5321438,-1.9594928,2.6268756,-0.012640189,-1.1093348,-0.06951627,-5.081277,-2.1860368,2.2651026,1.1524421,3.1247697,-0.06360233,1.0095205,1.930723,1.1566811,3.1346245,4.488379,0.56915075,0.35293818,-2.8135865,0.7776876,0.77145404,1.3333094
1.752323,-1.9144305,-1.8110757,-1.16378,0.97029537,0.08480997,0.014317406,-1.311687,0.8992731,-0.78480244,-2.184474,1.9473482,-0.42007264,-4.4519897,-3.6146386,-1.675224,-0.8717164,-2.0061593,4.984834,2.6574886,2.0597882,1.3086027,-0.99904186,2.408993,0.48172912,-2.0458617,0.18290116,-2.29549,-0.18057498,1.6836758,-1.9145404,0.5190108,0.9431801,-1.2986013,1.1013974,-1.7270908,3.4296045,-0.57358587,0.37313804,1.5170622,2.7091358,1.707043,-0.9801196,-2.4978254,1.1723547,3.525211,-4.2175746,0.85987985,-3.3609076,-0.13756347,-0.9860764,-3.2402587,1.5833719,3.205963,1.0407953,0.34609836,-0.1747905,0.9432661,-0.7228865,-0.3494039,-2.0267522,0.79726326,1.047588,0.60470617,-5.562446,0.18920101,0.04454146,-2.4172575,1.6000489,0.19879177,-1.238436,-0.6827397,0.8312743,-0.50638133,-2.7658887,2.7594419,-1.0830194,3.3298392,-1.742664,2.4827645,0.022336248,-0.9275489,0.027479606,-4.936149,-1.9650166,1.9681178,1.1021627,2.8950174,-0.08502121,0.98704237,1.7401569,1.0801486,3.1162183,4.334985,0.5603523,0.35603172,-2.703979,0.61694014,0.6493164,1.3729897
1.9467784,-2.150219,-2.013473,-1.3128194,1.0828748,0.10046473,-0.05394455,-1.464456,0.98988384,-0.8633684,-2.4116797,2.1924715,-0.45699456,-4.925028,-4.0224924,-1.8863035,-1.0051162,-2.2333517,5.5758586,2.9606962,2.2869112,1.440158,-1.1105801,2.6990728,0.56528807,-2.2683187,0.19203267,-2.58357,-0.23692273,1.883652,-2.1255238,0.5698715,1.0470082,-1.4450481,1.2236916,-1.8912873,3.816638,-0.6135649,0.38459596,1.6749306,3.0157287,1.9049783,-1.0638254,-2.8032868,1.3158939,3.9078124,-4.695696,0.9338109,-3.743274,-0.2303108,-1.1224096,-3.5926166,1.804266,3.6033378,1.1257036,0.4122521,-0.2359422,1.0208995,-0.7873869,-0.39186674,-2.24008,0.875356,1.1219678,0.7025696,-6.1726885,0.21562335,0.06946506,-2.6835163,1.8381534,0.20643176,-1.3683664,-0.7804034,0.8852131,-0.53454685,-3.0841472,3.094986,-1.2072114,3.7039266,-1.9710065,2.7718792,0.004531037,-1.0588974,0.053013913,-5.4844995,-2.2170975,2.2121139,1.224769,3.2429934,-0.06541327,1.0834237,1.9201097,1.2123848,3.4664834,4.7960234,0.6027162,0.392466,-2.9808075,0.68715,0.67297715,1.5145953
1.9241681,-2.1374807,-1.9953557,-1.2600578,1.0402517,0.07650552,0.011156283,-1.4265547,0.9844677,-0.8604345,-2.381932,2.158982,-0.4945261,-4.8859115,-3.9754264,-1.85235,-0.9738597,-2.2161462,5.4598327,2.913731,2.2347221,1.4113903,-1.089052,2.6504982,0.5189706,-2.256218,0.20363301,-2.5260596,-0.2095763,1.8559074,-2.0892887,0.56616414,1.0407501,-1.4181333,1.2032253,-1.8953096,3.78153,-0.64503306,0.3751585,1.667082,2.9575737,1.8707961,-1.0898182,-2.7595499,1.3101373,3.893902,-4.656946,0.94033176,-3.7216246,-0.1588484,-1.0843664,-3.5767856,1.7212869,3.5295708,1.1331599,0.40214714,-0.2313205,1.0245626,-0.80753875,-0.39600173,-2.2256205,0.89528567,1.1579238,0.6656649,-6.1015725,0.21599124,0.051053915,-2.6675727,1.7719914,0.20243925,-1.361728,-0.7497723,0.8933533,-0.53961843,-3.029442,3.0367596,-1.1847838,3.6414905,-1.9156991,2.7344458,0.024980532,-1.0166293,0.047410954,-5.434821,-2.1618295,2.1757345,1.2335014,3.2094433,-0.095724925,1.0941792,1.9001211,1.1943724,3.4386387,4.755509,0.6250345,0.40132305,-2.9736285,0.6734996,0.71055883,1.4998661
1.671275,-1.8675323,-1.7673341,-1.1615753,0.93804026,0.05590651,-0.029706664,-1.2722526,0.84875625,-0.75911796,-2.0854833,1.897399,-0.39047715,-4.2310734,-3.4943047,-1.6414955,-0.87254703,-1.9630642,4.7967463,2.5757241,1.9647367,1.2260703,-0.95007086,2.3098373,0.47491893,-1.9723294,0.15995614,-2.2507417,-0.21380755,1.6241578,-1.8323803,0.46723297,0.88738185,-1.261536,1.0479674,-1.6392984,3.3166213,-0.54739785,0.32274944,1.4450582,2.580472,1.6768409,-0.91716796,-2.4160986,1.1567341,3.3923588,-4.0460434,0.8186965,-3.2423089,-0.1910034,-0.92869896,-3.0811872,1.5762676,3.1316564,0.999177,0.34227702,-0.22074164,0.8942192,-0.69189394,-0.3498025,-1.9351766,0.7757747,0.9925261,0.55234075,-5.342578,0.19989437,0.083397076,-2.3349137,1.6028407,0.16317932,-1.1947107,-0.6984974,0.7712443,-0.45238718,-2.6464996,2.64758,-1.0493985,3.203866,-1.6853124,2.4375322,0.01924742,-0.9017989,0.0688459,-4.7182345,-1.909683,1.9448738,1.0587286,2.786509,-0.04001947,0.93050605,1.6290675,1.0483882,3.010758,4.1357136,0.5715938,0.3422918,-2.5618408,0.6102604,0.59618986,1.2982323
1.455772,-1.6188773,-1.5278486,-1.0117285,0.83748853,0.04471138,0.004874521,-1.104708,0.75409263,-0.6696605,-1.8260101,1.6313462,-0.37141258,-3.762429,-3.049879,-1.4309323,-0.7641894,-1.7075258,4.1977324,2.2495255,1.7313223,1.0949919,-0.82664704,2.0293179,0.43342426,-1.7171718,0.15945958,-1.9523863,-0.17106336,1.4246341,-1.6238428,0.42045552,0.80063003,-1.0976429,0.9103322,-1.4664608,2.902852,-0.4894485,0.33530396,1.2714565,2.2579873,1.4496521,-0.83070904,-2.1101978,0.99280983,2.987509,-3.565213,0.7435287,-2.8514428,-0.1486152,-0.8120556,-2.739982,1.3471957,2.7281826,0.86060184,0.3179717,-0.16318549,0.77937216,-0.6142288,-0.31312552,-1.69469,0.6744744,0.8832204,0.49841893,-4.697843,0.16526954,0.022820454,-2.0416906,1.358531,0.16306368,-1.0570536,-0.56702423,0.6930955,-0.4103669,-2.3144777,2.3208697,-0.9151257,2.7928083,-1.4837223,2.129532,0.011714591,-0.7901699,0.037012443,-4.170441,-1.659364,1.6653043,0.9181299,2.4279902,-0.070338815,0.84212834,1.4651762,0.90617293,2.6186118,3.6412125,0.46137238,0.2969212,-2.2625983,0.51579106,0.5463621,1.1665225
